,Comentario
3102,"El Museo Amparo tiene varias salas de exposicion, algunas son temporales como la de Cisco Jimenez, tambien esta la de El México antiguo, Colección de Arte Virreinal y Siglo XIX, Colección de Arte Contemporáneo y Santiago Arau. Territorios. Recorrer todo detalladamente te lleva de 2 a 3 horas, vale mucho la pena visitarlo.
Domingo y lunes entrada GRATIS.
Martes CERRADO."
3103,"Desde la entrada cuidan el protocolo de que el visitante lleve correctamente el cubre boca te toman la temperatura y te dan una breve introducción del museo, y te informan de que no todo el museo está abierto en este caso es el restaurante,  lo que más me gusto fue la línea del tiempo de la historia la de México inicia con la historia de Puebla"
3104,"Un museo moderno con una colección extraordinaria te transporta a un pasado glorioso de nuestro país.
muy pero muy recomendable que lo visites y una vista fenomenal desde su cafeteria."
3105,"Es hermoso, la distribución del museo me encantó, en un momento estás en la recepción super moderna y en otro en un patio colonial, no pierde la esencia de estar en una ciudad barroca, piensan en actividades para todas las edades, el personal de la ludoteca es muy amable y atento, olvidé pedirle su nombre, pero fuí domingo por la tarde👌🏼"
3106,Muy bonito e interesante cuentan con piezas de miles de años de antigüedad.  Lo que mas disfrute fue la linea del tiempo de los 5 continentes. La terraza en el 3er piso esta super padre para echar un cafe y tiene una super vista de mas torres de las iglesias de alrededor.
3107,"Excelente lugar para visitar 🕵️‍♂️, con muchos antecedentes históricos de varios países 🇲🇽🇦🇷🇬🇹🇨🇱..."
3108,"Quiero agradecer a todo el equipo de museo Amparo,lo grato y maravilloso que es su trabajó,el lugar hermoso verdaderamente todo el acervo cultural es excelente,y el ambiente cordial de todos,me encantó GRACIAS!!!
Pará mi una experiencia inolvidable."
3109,"Muy bonito y grande, con mucho para aprender sobre la historia  prehispánica y arte"
3110,"Una de las mejores experiencias culturales de estos últimos días, son tres plantas, dos de exhibición y el último es una terraza donde podrás disfrutar un buen café y una vista increíble, te recomiendo que subas a la terraza cuando esté oscuro, la iluminación en las torres de las iglesias son un gran espectáculo.

Es bueno ver en las calle mayor flujo de turistas y paseantes locales, hasta hace poco las calles a cierta hora de la tarde se veían vacías y poco alegres, eso ha cambiado para bien.

Ve, descubre y comparte para que los que deseamos conocer más, tengamos mejores referencias.

#bellezaenlocotidiano
#rompiendoparadigmas
#imagenesrabuhe
#quechulaespuebla

Saludos."
3111,"Uno de los mejores museos de la ciudad de Puebla, una colección que te lleva por toda la historia, además el lugar esta espectacular y su terraza es única. Recomiendo ampliamente visitarlo y luego subir a la terraza para admirar la vista increíble de la ciudad."
3112,"Un excelente lugar con gran ambiente
En donde conocerás mucho de la historia de Puebla, México y el mundo
Sin duda es uno de los mejores museos de todo Puebla, que si o si debes de visitar cuando te encuentres en la capital poblana"
3113,"Es un edificio muy grande y bonito, con muchos cuartos y expocisiones, en cada sala hay una persona cuidando las exposiciones que te orienta hacía donde ir, en general son muy amables y el lugar es bonito"
3114,Excelente Museo. Desde su arquitectura hasta las exposiciones/exhibiciones que tienen. Personal muy amable. Tiene una tienda con cosas hermosas. Si estan en Puebla es imperdible
3115,Muy bonito museo lleno de arte contemporáneo y virreinal lo recomiendo mucho ya que la pase muy bien además de tener maravillosas vistas desde la terraza.
3116,"Fabuloso museo con lo más avanzado de tecnología, mostrando lo histórico de México y diferentes etapas de desarrollo de nuestro país.
Visítalo en la hermosa ciudad de Puebla de los Ángeles, Pue."
3117,"Cultura, arte y un lugar con mucha paz, de mis museos favoritos."
3118,"El Museo Amparo es uno de los lugares imprescindibles para visitar en Puebla. Tiene exposiciones itinerantes de los mejores artistas nacionales e internacionales, además, cuenta con una colección de piezas barrocas y prehispánicas únicas . Sus instalaciones son excelentes como galería y cuentan con una terraza café que es muy cómoda y tiene una vista espectacular. Además, el museo Amparo oferta cursos, talleres, diplomados, conferencias y protecciones cinematográficas con costos accesibles e incluso gratuitas. Sus actividades son recurrentes, por lo tanto, cualquier día que vayan seguro habrá algo. Los lunes y domingos la entrada es gratuita"
3119,"Un museo elitista y clasista, como te ven te tratan, de arquitectura violenta en contraste con las piezas prehispánicas. Se los evito a quienes visitan Puebla."
3120,"Gran museo para explorar y aprender. Si tienes la oportunidad no desaproveches, te aseguro que ninguna exposición te decepcionará. Super recomendada la del siglo XIX, es fantástica y esa siempre la encontrarás."
3121,"Es una maravilla de la historia de Puebla. El inmueble donde se ubica perteneció a una de las familia más prominentes de Puebla, encabezada por don Manuel Espino a Yglesias. En su interior hay óleos originales de pintores importantes, muebles coloniales y mobiliario que refleja la pujante Puebla de los Ángeles de los siglos XVII, XVIII, XIX y XX. En el último piso, una impresionante cafetería con vista a las cúpulas de las iglesias católicas y, sobre todo, la majestuosa Catedral de Puebla. Por la tardes, una vista impresionante de los volcanes Popocatepetl y la Mujer Dormida, disfrutando de un delicioso café orgánico producido en la Sierra de Puebla. Se ubica en el Centro Histórico de la ciudad de Puebla, a unos pasos del Zócalo capitalino, la Presidencia Municipal, los Portales y el edificio de los monjes carolinos (hoy Rectoría de la Benemérita Universidad Autónoma de Puebla)."
3122,Un bello espacio cultural y arquitectónico en donde se podrán ver obras temporales y fijas así mismo exposiciones visuales de gran calidad y llena de aprendizaje
3123,"Museo Amparo con el compromiso de conservar, investigar, exhibir y divulgar el arte prehispánico, virreinal, moderno y contemporáneo de México.
Un edificio del siglo XVI con una intervención de TEN Arquitectos totalmente contemporánea que respeta totalmente la distribucion del edificio, cuenta con una terraza con increíbles vistas en donde puedes disfrutar de un buen café o un trago."
3124,"Excelente museo, de lo mejor de Puebla. Personal muy capacitado. Es un lugar obligado en tu visita a la ciudad de los Ángeles."
3125,"Excelente espacio museográfico. Únicamente me pareció un poco exagerada la actuación de algún responsable de sala, ""llamado la atención"" a un visitante por su cercanía con las obras."
3126,"Qué museo tan bello, tiene todo tipo de exposiciones y esta enorme.
También aplaudir la amabilidad de los trabajadores."
3127,"Excelente opción de museo. Muy grande, buenas exposiciones, buenísimo servicio y atención de los trabajadores de ahí y un plus una excelente terraza con café (actualmente cerrado por contingencia) y gratuito.

Definitivamente un must en la zona centro de Puebla."
3128,"Uno de los museos más bonitos de Puebla, tiene exposiciones permanentes y muchas que van rotando. Vale mucho la pena ir con tiempo y recorrerlo tranquilamente. Tiene actividades para realizar, una tienda y una hermosa terraza que hay que visitar de noche para tomar un café y disfrutar la extraordinari vista de la cúpula de algunas de las numerosas iglesias de alrededor, en la noche suelen estar iluminadas y la vista es increíble. Hay que estar pendiente por qué este museo es asiduo participante de las Noches de Museo."
3129,"Excelente museo, muy amplio y variado, mínimo te tardas 2 hrs. Aprox hay diferentes salas de exposicion, y hasta la terraza había un balcón hermoso con una vista espectacular, los domingos no cobran, el personal es muy amable siempre"
3130,"Muy bonito museo, y un excelente espacio en la terraza para convivir un ratito con vista a cúpulas y al Iztaccihuatl. Los que atienden atentos en su mayoria, algunos necesitan un curso de cordialidad, pero son minoria."
3131,"Uno de los mejores museos que tenemos en Puebla, muy recomendado tanto para turistas como para los que vienen de fuera."
3132,"Con sus exposiciones de México prehispánico, Arte Virreinal y Arte contemporáneo, muestra la evolución de la sociedad a través del tiempo, figuras, fotografias, objetos y piezas con gran valor histórico, las formas, los colores y las ideas de diferentes autores que sin duda dejaran volar la imaginación y sacaran al artista interior de los visitantes."
3133,"En temporada decembrina es gratis la entrada, no abre los martes. En el último piso hay un restaurante y tiene muy bonita vista. Muy amables en la explicación"
3134,"Visita obligatoria y cultural dentro de la cuidad, hay exposiciones diferentes cada mes y el museo es amplío, aproximadamente 2 horas de recorrido."
3135,"Un magnífico espacio, con una exposición permanente que nos relata la historia prehispánica de México, otra área aeropuerto nos muestra arte novohispano, y salas dedicadas a arte contemporáneo. La terraza ofrece increíbles vistas de la ciudad y cuenta además con cafetería. Lugar obligado si se visita Puebla."
3136,"Uno de los mejores museos que he visitado en mi vida, es enorme y hermoso, amé sus exposiciones permanentes."
3137,"Muy bello lugar, súper recomendable lleno de cultura y exelentes piezas de arte en exelente estado de conservación,una verdadera maravilla, el personal súper atento y amable 👌🏻⭐"
3138,"No por nada este museo tiene una calificación tan alta, es uno de los museos más famosos de Puebla por ofrecer exposiciones temporales y permanentes muy interesantes y de primera. He notado que colaboran también con el MUAC. Y la verdad la terraza es un super imperdible!! Es precioso y una de las mejores vistas de la capital. Este museo no puede faltar en tu itinerario."
